name,city,state,country,latitude,longitude,tees,holes,par,rating,slope,access_type,website
Hawk Golf Course,Haring Township,Michigan,USA,44.3046585,-85.4194964,[],18,71,,,Public,
Hawk Hollow Golf Club,Bath,Michigan,USA,42.825,-84.45,"[{""name"":""Black"",""rating"":74,""par"":72,""slope"":137},{""name"":""Blue"",""rating"":72.1,""par"":72,""slope"":133},{""name"":""White"",""rating"":69.8,""par"":72,""slope"":128}]",18,72,75.4,144,Public,
Hawk Meadows,Howell,Michigan,USA,42.6595871,-83.9281661,[],18,72,,,Public,http://www.hawkmeadows.com/
Hawk Pointe Golf Course,Washington,New Jersey,USA,40.74052653,-74.97540236,[],18,72,,,Private,http://www.hawkpointegolf.com
Hawk Ridge Golf Course,Beaver Creek Township,Michigan,USA,44.5730384,-84.6935922,[],9,35,,,Public,https://www.hawkridgegolf.com/
Hawk S Eye At Shanty Creek,Bellaire,Michigan,USA,44.9576084,-85.1491224,[],18,72,,,Public,https://www.shantycreek.com/golf/courses-rates
Hawk Valley Golf Club,Denver,Pennsylvania,USA,40.20176948,-76.03539292,[],18,72,,,Public,http://www.hawkvalleygolfclub.com
Hawk's Nest Golf Club,Winter Beach,Florida,USA,27.6984516,-80.4212479,[],18,72,,,Private,http://www.themooringsclub.com/
Hawk's View Golf Club,Lake Geneva,Wisconsin,USA,42.6204508,-88.4234658,[],9,54,,,Public,http://hawksviewgolfclub.com
Hawkes Bay At The Villages Executive Golf Trail,The Villages,Florida,USA,28.9301706,-82.004179,[],9,27,,,Private,https://www.thevillages.com/golf/hawkes-bay-executive/
Hawkes Bay Golf course (The Villages),The Villages,Florida,USA,28.9304302,-82.0041154,[],9,27,,,Public,https://www.thevillages.com/golf/hawkes-bay-executive/?utm_source=gbp&utm_medium=organic&utm_campaign=yext
Hawks Landing Country Club,Southington,Connecticut,USA,41.6430556,-72.8561111,[],18,71,,,Public,http://www.hawkslandingcc.com/
Hawks Landing Golf Club,Verona,Wisconsin,USA,43.0346938,-89.5452696,[],18,70,,,Public,http://hawkslandinggolfclub.com/
Hawks Landing Golf Club,Orlando,Florida,USA,28.3618866,-81.5076057,[],18,,,,Public,https://www.golfhawkslanding.com/?scid=feed67b0-9a2f-4de1-8df6-114544116108
Hawks Landing Golf Course,Yucca Valley,California,USA,34.1176486,-116.4635326,[],18,71,,,Semi-Private,https://www.hawkslandinggolf.com/
Hawks Nest State Park Golf Course,Gauley Bridge,West Virginia,USA,38.1403377,-81.1693792,"[{""name"":""White (M)"",""rating"":34.4,""par"":36,""slope"":117},{""name"":""Red (M)"",""rating"":null,""par"":36,""slope"":null}]",18,36,,,Semi-Private,
Hawks Point Golf Club,Vidalia,Georgia,USA,32.2270555,-82.3843222,[],18,72,,,Semi-Private,https://www.facebook.com/hawkspointgolfclub
Hawks Ridge,Ball Ground,Georgia,USA,34.2597689,-84.2728226,[],18,72,,,Private,http://www.hawksridge.com/
Hawks Ridge Par 3 Course,Ball Ground,Georgia,USA,34.2597689,-84.2728226,[],18,,,,Private,http://www.hawksridge.com/
Hawks Tail Of Greenfield,Greenfield,Indiana,USA,39.7795639,-85.7464523,[],18,72,,,Semi-Private,http://www.hawkstail.com/
Hawkshead Links Golf Course,South Haven,Michigan,USA,42.4623952,-86.2245956,[],18,72,,,Public,https://www.hawksheadlinks.com/
Hawktree Golf Club,Bismarck,North Dakota,USA,46.9082,-100.8354,"[{""name"":""Championship"",""rating"":75.8,""par"":72,""slope"":145},{""name"":""Club"",""rating"":72.5,""par"":72,""slope"":138}]",18,72,74.8,135,Public,
Hawley Golf and Country Club,Hawley,Minnesota,USA,46.8711151,-96.308689,[],18,71,,,Public,https://www.hawleygolf.com/
Haworth Golf Club,Haworth,New Jersey,USA,40.96154641,-74.00824952,[],18,72,,,Private,http://www.haworthcountryclub.com
Hawthorn Woods Country Club,Hawthorn Woods,Illinois,USA,42.32268233,-88.70400798,[],18,72,,,Private,https://www.hwccgolf.com/
Hawthorne Country Club,La Plata,Maryland,USA,38.54237577,-77.01018634,"[{""name"":""Back/White (M)"",""rating"":null,""par"":36,""slope"":117},{""name"":""Middle/Red-White (M)"",""rating"":null,""par"":36,""slope"":114},{""name"":""Middle/Red-White (F)"",""rating"":null,""par"":36,""slope"":118},{""name"":""Front/Red (M)"",""rating"":null,""par"":36,""slope"":108},{""name"":""Front/Red (F)"",""rating"":null,""par"":36,""slope"":112}]",9,36,,,Private,http://www.thehawthornecountryclub.com
Hawthorne Hills Golf Course,Town of Saukville,Wisconsin,USA,43.446333,-87.9762796,[],18,72,,,Public,http://ozaukeecountygolf.com/hawthorne-hills/course
Hawthorne Ridge Golf Course,Aledo,Illinois,USA,41.1596747,-90.7484741,[],18,72,,,Public,
Hawthorne Valley Golf Club,Midland,Pennsylvania,USA,40.67174692,-80.5005487,[],18,,,,Public,http://www.golflink.com/golf-courses/course.aspx?course=954045
Hawthorne Valley Golf Club,Solon,Ohio,USA,41.3783,-81.47,"[{""name"":""Black"",""rating"":72.8,""par"":71,""slope"":134},{""name"":""Blue"",""rating"":70.9,""par"":71,""slope"":128},{""name"":""White"",""rating"":69.1,""par"":71,""slope"":124}]",18,70,71.8,127,Public,
Hay Creek Golf Course,Wright,Wyoming,USA,43.74997457,-105.5069393,"[{""name"":""Black (M)"",""rating"":null,""par"":36,""slope"":null},{""name"":""Blue (M)"",""rating"":null,""par"":36,""slope"":null},{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":null},{""name"":""Red (F)"",""rating"":null,""par"":36,""slope"":null}]",9,36,,,Public,http://www.haycreekgolf.com
Hay Harbor Golf Club,Fishers Island,New York,USA,42.612435,-75.131624,[],9,34,,,Private,http://www.hayharborclub.com
Hayden Golf Club,Hayden,Arizona,USA,32.99085572,-110.7833407,[],9,35,,,Public,http://discovergilacounty.com/hayden-golf-course
Hayfields Country Club,Cockeysville,Maryland,USA,39.5007007,-76.6753724,"[{""name"":""Gold (M)"",""rating"":73.5,""par"":72,""slope"":131},{""name"":""Blue (M)"",""rating"":71.2,""par"":72,""slope"":129},{""name"":""White (M)"",""rating"":68.8,""par"":72,""slope"":117},{""name"":""Red (F)"",""rating"":70.7,""par"":72,""slope"":123}]",18,72,,,Private,http://www.hayfieldscc.com/
Haymaker Golf Course,Steamboat Springs,Colorado,USA,40.4311,-106.8081,"[{""name"":""Gold"",""rating"":74.2,""par"":72,""slope"":140},{""name"":""Blue"",""rating"":71.8,""par"":72,""slope"":135}]",18,72,72.9,138,Public,
Haynesville Golf Course,Haynesville,Louisiana,USA,32.9579881,-93.12558377,"[{""name"":""White (M)"",""rating"":null,""par"":35,""slope"":120},{""name"":""Blue (M)"",""rating"":null,""par"":35,""slope"":114},{""name"":""Red (F)"",""rating"":null,""par"":36,""slope"":118}]",9,36,,,Public,http://www.haynesvillela.org
Haystack Golf Course,Wilmington,Vermont,USA,42.9234,-72.889,"[{""name"":""Black"",""rating"":72.5,""par"":72,""slope"":138},{""name"":""Blue"",""rating"":70.1,""par"":72,""slope"":132},{""name"":""White"",""rating"":67.8,""par"":72,""slope"":124}]",18,72,71.6,132,Public,
Haystack Mountain Golf Course,Longmont,Colorado,USA,40.1043785,-105.2209881,[],9,32,,,Public,
Haystack Mountain Golf Course,Wilmington,Vermont,USA,42.899067,-72.888306,"[{""name"":""Blue (M)"",""rating"":null,""par"":32,""slope"":84},{""name"":""Red (M)"",""rating"":null,""par"":32,""slope"":77}]",9,32,,,Public,http://www.haystackgolfvt.com/
Hayward Golf Club,Hayward,Wisconsin,USA,46.0196031,-91.4965947,[],18,72,,,Semi-Private,http://www.haywardgolf.com
Hayward National Golf Club,Hayward,Wisconsin,USA,45.9844389,-91.4929362,[],18,72,,,Semi-Private,http://www.haywardgolf.com
Hazard Creek Golf Course,Aberdeen,Idaho,USA,42.9492192,-112.8325353,"[{""name"":""middle (M)"",""rating"":null,""par"":35,""slope"":108},{""name"":""forward (M)"",""rating"":null,""par"":36,""slope"":123}]",9,35,,,Public,http://www.worldgolf.com/courses/usa/idaho/aberdeen/hazard-creek-golf-course-public.html
Hazelden Country Club,Brook,Indiana,USA,40.8623705,-87.3236764,[],18,70,,,Public,https://www.hazeldencountryclub.com/
Hazelmere Country Club,Surrey,Washington,USA,48.990893,-122.716877,[],18,72,,,Semi-Private,http://wcgg.golf/hazelmere-golf-tennis-club
Hazeltine National Golf Club,Chaska,Minnesota,USA,44.8251,-93.6124,"[{""name"":""Gold"",""rating"":77.2,""par"":72,""slope"":151},{""name"":""Black"",""rating"":74.9,""par"":72,""slope"":146},{""name"":""Blue"",""rating"":72.5,""par"":72,""slope"":140}]",18,72,77.2,148,Private,
Hazelton Golf Club,Rehoboth,Massachusetts,USA,41.82141003,-71.29388437,[],18,70,,,Public,http://hazeltongolfclub.com
Hazen Golf Club,Hazen,North Dakota,USA,47.29878931,-101.5930325,"[{""name"":""Champ/Blue (M)"",""rating"":null,""par"":35,""slope"":117},{""name"":""Reg/White (M)"",""rating"":null,""par"":35,""slope"":113},{""name"":""Ladies/Red (M)"",""rating"":null,""par"":36,""slope"":109}]",9,35,,,Public,http://www.wrtc.com/hazengolfcourse
Hazy Hills Golf Course,Hudson,Illinois,USA,40.6566967,-89.0180868,[],9,35,,,Public,https://www.hazyhillsgolf.com/
Headland Country Club,Headland,Alabama,USA,31.3518,-85.262,[],9,36,,,Semi-Private,https://www.headlandcountryclub.org/
Headwaters Club At Teton Springs,Victor,Idaho,USA,43.5741857,-111.1090552,"[{""name"":""Gold (M)"",""rating"":75,""par"":72,""slope"":139},{""name"":""Black (M)"",""rating"":72.3,""par"":72,""slope"":134},{""name"":""Blue (M)"",""rating"":70.6,""par"":72,""slope"":131},{""name"":""Gray (F)"",""rating"":75.1,""par"":72,""slope"":142},{""name"":""Gray (M)"",""rating"":68.9,""par"":72,""slope"":122},{""name"":""White (F)"",""rating"":73.2,""par"":72,""slope"":138},{""name"":""White (M)"",""rating"":67,""par"":72,""slope"":120},{""name"":""Grey (F)"",""rating"":69.7,""par"":72,""slope"":126},{""name"":""Grey (M)"",""rating"":64.6,""par"":72,""slope"":111}]",18,72,,,Private,https://www.bronzebuffaloranch.com/
Headwaters Club At Teton Springs Par 3 Course,Victor,Idaho,USA,43.5741857,-111.1090552,"[{""name"":""Back (M)"",""rating"":null,""par"":27,""slope"":null},{""name"":""Front (F)"",""rating"":null,""par"":27,""slope"":null}]",18,,,,Private,https://www.bronzebuffaloranch.com/
Headwaters Golf Club,Cashiers,North Carolina,USA,35.08276156,-83.07215452,[],18,,,,Private,https://www.headwatersgolf.com/
Headwaters Public Golf Course,Three Forks,Montana,USA,45.89258818,-111.5417433,"[{""name"":""Blue (M)"",""rating"":null,""par"":36,""slope"":117},{""name"":""White (M)"",""rating"":null,""par"":36,""slope"":113},{""name"":""Red (M)"",""rating"":null,""par"":36,""slope"":95}]",9,36,,,Public,http://facebook.com/headwatersgolfcourse
Healdsburg Golf Club At Tayman Park,Healdsburg,California,USA,38.6144174,-122.854488,[],9,35,,,Public,http://www.healdsburggolfclub.com/
Healing Springs Ranch,Tioga,Texas,USA,33.46693739,-96.9217309,[],18,,,,Public,http://www.healingspringsranch.com
Healy Point Country Club,Macon,Georgia,USA,32.9402145,-83.6600896,[],18,72,,,Private,http://rivernorth.cc/
Hearne Municipal Golf Course,Hearne,Texas,USA,30.8851383,-96.5804231,[],18,72,,,Public,http://hearne-golf-course.lany.io/
Heart Of America Golf Academy River Course,Kansas City,Missouri,USA,38.9874079,-94.5267218,[],9,35,,,Public,http://www.hoagolfcourse.com/
Heart Of America Golf Academy Rock Course,Kansas City,Missouri,USA,38.9874079,-94.5267218,[],9,27,,,Public,http://www.hoagolfcourse.com/
Heart of the Valley Golf Club,Ada,Minnesota,USA,47.2921614,-96.5030965,[],9,36,,,Public,https://www.hovgolfcourse.com/
Heart River Golf Course,Dickinson,North Dakota,USA,46.8661,-102.7919,"[{""name"":""Blue"",""rating"":35.2,""par"":36,""slope"":115},{""name"":""White"",""rating"":33.9,""par"":36,""slope"":110}]",9,72,71.3,121,Public,
Hearthstone Country Club,Houston,Texas,USA,29.8870688,-95.6302307,[],18,71,,,Private,https://www.invitedclubs.com/clubs/hearthstone-country-club
Heartland Crossing Golf Links,Camby,Indiana,USA,39.6239294,-86.2986409,[],18,72,,,Public,http://www.heartlandcrossinggolf.com/
Heartland Golf Park,Edgewood,New York,USA,40.77240625,-73.28797384,[],9,27,,,Public,http://www.heartlandgolfpark.com
Heartland Resort,Greenfield,Indiana,USA,39.8257618,-85.8323918,[],9,27,,,Public,http://www.heartlandresort.com/
Heartwell Golf Course,Long Beach,California,USA,33.8319095,-118.1028085,[],9,54,,,Public,http://www.heartwellgc.com/
Heather Downs Country Club,Toledo,Ohio,USA,41.6036563,-83.6396096,[],18,71,,,Semi-Private,http://www.heatherdowns.com/
Heather Gardens Golf Course,Aurora,Colorado,USA,39.663208,-104.8311507,[],9,32,,,Semi-Private,http://www.heathergardens.org/
Heather Golf Country Club,Spring Hill,Florida,USA,28.5393154,-82.5693703,[],9,33,,,Public,https://www.gccheather.com/
Heather Highlands Golf Club,Holly,Michigan,USA,42.776895,-83.5193312,[],9,33,,,Public,https://www.heatherhighlands.com/
Heather Hills Golf Course,Winston-Salem,North Carolina,USA,36.0483136,-80.28857424,[],18,60,,,Public,http://www.golfhh.com
Heather Hills Golf Course,Romeo,Michigan,USA,42.8772747,-83.0885323,[],18,72,,,Public,https://www.heatherhills.net/
Heather Ridge Golf Course,Gurnee,Illinois,USA,42.3483981,-87.9520041,[],9,35,,,Public,https://www.heatherridgegolf.com/
Heatherhurst Golf Club,Crossville,Tennessee,USA,36.0368516,-84.8837357,[],18,72,,,Public,http://fairfieldglade.com/
Heathers Club of Bloomfield,Bloomfield Township,Michigan,USA,42.59436745,-83.34431348,[],9,35,,,Private,
Heatherwoode Golf Club,Springboro,Ohio,USA,39.53894118,-84.23135787,[],18,71,,,Public,http://www.golfheatherwoode.com
Heatherwoods Golf Course,Charlevoix,Michigan,USA,46.24332,-86.743861,[],18,72,,,Public,https://www.chxcountryclub.com/
Heathland Golf Course,Myrtle Beach,South Carolina,USA,33.741648,-79.0120462,[],18,71,,,Public,http://legendsgolf.com/
Heathrow Country Club,Lake Mary,Florida,USA,28.7649072,-81.3677227,[],18,71,,,Private,https://www.heathrowcc.com/
Heaven On Earth Par 3 Ranch Golf Course,Ulm,Montana,USA,47.42323855,-111.4237261,[],18,,,,Public,http://www.deepcreekoutfitters.com
Hebert Municipal Golf Course,Lafayette,Louisiana,USA,30.2319,-92.0594,"[{""name"":""Blue"",""rating"":70.8,""par"":72,""slope"":124},{""name"":""White"",""rating"":68.9,""par"":72,""slope"":119}]",18,72,70.9,118,Public,
Hebron Country Club,Oberlin,Kansas,USA,39.831638,-100.501815,[],18,,,,Public,https://m.facebook.com/OberlinGolfCourseAndClubhouse/
Hebron Country Club,Hebron,Nebraska,USA,40.1505829,-97.5929598,[],9,35,,,Public,https://www.hebroncountryclub.com/
Hebron Pines Rv And Golf,Hebron,Maine,USA,44.2022781,-70.3523178,"[{""name"":""Blue (M)"",""rating"":null,""par"":34,""slope"":102},{""name"":""White (M)"",""rating"":null,""par"":34,""slope"":101},{""name"":""Red (F)"",""rating"":null,""par"":34,""slope"":104}]",9,34,,,Public,http://facebook.com/hebronpines
Hedingham Golf Club,Raleigh,North Carolina,USA,35.805,-78.553897,[],18,70,,,Semi-Private,http://www.hedingham.org
Heidelberg Country Club,Bernville,Pennsylvania,USA,40.42978693,-76.12208106,[],18,70,,,Private,http://www.heidelbergcc.com
Heise Hills Golf Course,Ririe,Idaho,USA,43.6409336,-111.6836016,"[{""name"":""White (M)"",""rating"":null,""par"":29,""slope"":null}]",9,29,,,Public,http://www.heisehotsprings.net/
Helena Country Club,West Helena,Arkansas,USA,34.53192809,-90.6348926,[],18,70,,,Private,http://facebook.com/helenacountryclub
Helena West Helena Public Golf Course,West Helena,Arkansas,USA,34.57772102,-90.6630794,[],9,36,,,Public,http://facebook.com/p/helena-west-helena-municipal-golf-course-100090947120562
Helfrich Golf Course,Evansville,Indiana,USA,37.9918613,-87.6075401,[],18,71,,,Public,
Hells Point Golf Club,Virginia Beach,Virginia,USA,36.74229736,-75.98312974,[],18,72,,,Semi-Private,http://www.hellspoint.com
Hemet Golf Club,Hemet,California,USA,33.7501046,-117.0510753,[],18,71,,,Public,http://www.hemetgc.com/
Hemet West Mobile Estates,Hemet,California,USA,33.7549512,-116.9779067,[],18,,,,Private,
Hemlock Golf Club,Hamlin Township,Michigan,USA,43.9869329,-86.402424,[],18,72,,,Public,http://www.hemlockgolfclub.com/
Hemlock Golf Course,Walnut Cove,North Carolina,USA,36.36752004,-80.13250338,[],18,70,,,Public,http://www.hemlockgolfcourse.com
Hemlock Ridge Golf Course,Fiskdale,Massachusetts,USA,42.0975164,-72.1276238,[],9,36,,,Public,http://hemlockridgegolfcourse.com/
Hemlock View Golf Course,Punxsutawney,Pennsylvania,USA,40.99045707,-79.09107666,[],9,34,,,Public,http://facebook.com/hemlockviewgc
Hempstead Golf Country Club,Hempstead,New York,USA,40.70282245,-73.63420608,[],18,72,,,Private,http://www.hempsteadcountryclub.com
Henderson Country Club,Henderson,North Carolina,USA,36.3163418,-78.43625621,[],18,72,,,Private,http://www.hendersoncc.org
Henderson Country Club,Henderson,Kentucky,USA,37.86459243,-87.48554903,[],18,72,,,Private,https://www.hendersoncountryclub.org/
Henderson Golf Club,Savannah,Georgia,USA,32.0047531,-81.2679748,[],18,71,,,Public,http://hendersongolfclub.com/
Henderson Municipal Golf Course,Henderson,Kentucky,USA,37.8579005,-87.5800584,[],9,36,,,Public,https://www.cityofhendersonky.org/210/Golf
Hendersonville Country Club,Hendersonville,North Carolina,USA,35.30553466,-82.48619685,[],18,70,,,Private,http://www.hendersonvillecc.com
Hendricks Field Golf Course,Belleville,New Jersey,USA,40.79711661,-74.16995756,[],18,70,,,Public,http://essexcountyparks.org/golf/hendricks-field-golf-course
Hendricks Golf Club,Hendricks,Minnesota,USA,44.5082368,-96.4483481,[],9,36,,,Semi-Private,https://hendricksgolfclub.com/
Henry Stambaugh Golf Course,Youngstown,Ohio,USA,41.1346846,-80.6475718,[],9,36,,,Public,http://cityofyoungstownoh.com
Henryetta Golf Country Club,Henryetta,Oklahoma,USA,35.41101044,-95.99369098,[],9,36,,,Semi-Private,http://henryettagolf.com
Henson Creek Golf Course,Fort Washington,Maryland,USA,38.78942147,-76.98304091,"[{""name"":""Blue (M)"",""rating"":null,""par"":33,""slope"":null},{""name"":""White (M)"",""rating"":null,""par"":33,""slope"":null},{""name"":""Red (M)"",""rating"":null,""par"":33,""slope"":null}]",9,33,,,Public,http://pgparks.com
Herington Country Club,Herington,Kansas,USA,38.64905,-96.9460019,[],18,72,,,Semi-Private,
Heritage at Westmoor,Westminster,Colorado,USA,39.8972,-105.1114,"[{""name"":""Gold"",""rating"":73.2,""par"":72,""slope"":138},{""name"":""Blue"",""rating"":71.1,""par"":72,""slope"":133}]",18,72,74.1,141,Public,
Heritage Bay Golf And Country Club Cypress Course,Naples,Florida,USA,26.2847037,-81.6622868,[],9,36,,,Public,http://www.golfheritagebay.com/
Heritage Bay Golf And Country Club Oak Course,Naples,Florida,USA,26.2847037,-81.6622868,[],9,36,,,Public,https://www.golfheritagebay.com/
Heritage Bay Golf And Country Club Pine Course,Naples,Florida,USA,26.2847037,-81.6622868,[],9,36,,,Public,https://www.golfheritagebay.com/
Heritage Bluffs Public Golf Club,Channahon,Illinois,USA,41.4298027,-88.208417,[],18,72,,,Public,https://www.heritagebluffs.com/
Heritage Club,Mason,Ohio,USA,39.37330273,-84.33562074,[],18,72,,,Private,http://www.heritageclub.com
Heritage Club,Pawleys Island,South Carolina,USA,33.4564,-79.1481,"[{""name"":""Black"",""rating"":74.3,""par"":72,""slope"":142},{""name"":""Blue"",""rating"":71.7,""par"":72,""slope"":135},{""name"":""White"",""rating"":69.1,""par"":72,""slope"":128}]",18,71,75,146,Public,
Heritage Country Club,Charlton,Massachusetts,USA,42.1277466,-72.0210419,[],18,71,,,Semi-Private,http://www.heritagecountryclub.com/
Heritage Creek Golf Club,Jamison,Pennsylvania,USA,40.24461752,-75.08895074,[],9,34,,,Semi-Private,http://heritagecreekgolfclub.com
Heritage Eagle Bend Golf Club,Aurora,Colorado,USA,39.5690145,-104.7212132,[],18,72,,,Semi-Private,https://www.heritageeaglebend.com/
Heritage Falls Golf Course,Nebraska City,Nebraska,USA,40.6481,-95.8822,"[{""name"":""Black"",""rating"":71.8,""par"":72,""slope"":128},{""name"":""Blue"",""rating"":69.9,""par"":72,""slope"":123},{""name"":""White"",""rating"":67.5,""par"":72,""slope"":118}]",18,72,71.5,126,Public,
Heritage Glen Golf Club,Almena Township,Michigan,USA,42.2570759,-85.8364062,[],18,72,,,Semi-Private,
Heritage Golf,Oneonta,Alabama,USA,33.981808,-86.4561285,[],18,71,,,Public,https://heritagegolfalabama.com/
Heritage Golf Club,Bassett,Virginia,USA,36.74117945,-79.9426331,[],9,36,,,Public,http://www.bassettcc.com
Heritage Golf Club,Hilliard,Ohio,USA,40.02121926,-83.17368599,[],18,71,,,Private,http://www.heritagegc.com
Heritage Golf Club Blue Course,Lancaster,New York,USA,44.996521,-74.525722,[],9,36,,,Semi-Private,http://www.heritagegolfandcountryclub.com
Heritage Golf Club Green Course,Lancaster,New York,USA,44.996776,-74.532169,[],9,35,,,Semi-Private,http://www.heritagegolfandcountryclub.com
Heritage Golf Club Orange Course,Lancaster,New York,USA,44.996518,-74.525646,[],9,36,,,Semi-Private,http://www.heritagegolfandcountryclub.com
Heritage Golf Links,Tucker,Georgia,USA,33.8967,-84.2183,"[{""name"":""Black"",""rating"":73.1,""par"":72,""slope"":136},{""name"":""Blue"",""rating"":71.2,""par"":72,""slope"":131},{""name"":""White"",""rating"":69.4,""par"":72,""slope"":126}]",18,72,74.5,141,Public,
Heritage Golf Links Heritage Nine,Tucker,Georgia,USA,33.8797378,-84.2070388,[],9,36,,,Public,http://www.heritagegolflinks.com/
Heritage Golf Links Legacy Nine,Tucker,Georgia,USA,33.8797378,-84.2070388,[],9,36,,,Public,http://www.heritagegolflinks.com/
Heritage Golf Links Tradition Nine,Tucker,Georgia,USA,33.8797378,-84.2070388,[],9,35,,,Public,http://www.heritagegolflinks.com/
Heritage Harbor,Lutz,Florida,USA,28.1689971,-82.511952,[],18,72,,,Public,http://www.heritageharborgolf.com/
Heritage Harbour Golf Club,Bradenton,Florida,USA,27.4945784,-82.4590054,[],18,70,,,Public,https://www.heritageharbourgolfclub.com
Heritage Hill Golf Club,Shepherdsville,Kentucky,USA,37.9864,-85.6792,"[{""name"":""Black"",""rating"":74.2,""par"":72,""slope"":139},{""name"":""Blue"",""rating"":72.1,""par"":72,""slope"":135},{""name"":""White"",""rating"":70.4,""par"":72,""slope"":130}]",18,72,74.4,135,Public,
Heritage Hills Golf Course,East York,Pennsylvania,USA,39.9527814,-76.6723146,[],18,71,,,Public,http://www.heritagehillsresort.com/
Heritage Hills Golf Course,Claremore,Oklahoma,USA,36.31852779,-95.65116282,[],18,71,,,Public,http://www.heritagehillsgc.com
Heritage Hills Golf Course,McCook,Nebraska,USA,40.203772,-100.659194,[],18,72,,,Public,http://www.golfmccook.com/
Heritage Hunt Golf Club,Gainesville,Virginia,USA,38.80870961,-77.60126106,[],18,72,,,Private,http://www.heritagehunt.net
Heritage Isles Golf And Country Club,Tampa,Florida,USA,28.14735,-82.29641,[],18,72,,,Semi-Private,http://www.heritageislesgolf.com/
Heritage Lakes Golf Course,Frisco,Texas,USA,33.1108312,-96.857277,[],18,72,,,Public,https://www.frisco.com/business/business_detail.php?merchant_id=158085
Heritage Landing Golf Country Club,Punta Gorda,Florida,USA,26.8180812,-82.0286934,[],18,71,,,Public,http://www.heritagelandinggc.com/
Heritage Links,Ocean View,New Jersey,USA,39.23238647,-74.68210604,[],9,30,,,Public,http://golfheritagelinks.com
Heritage Links Golf Club,Credit River,Minnesota,USA,44.6336769,-93.3569936,[],18,71,,,Public,https://www.heritagelinks.com/
Heritage Oaks Golf Club,Northbrook,Illinois,USA,42.1329257,-87.865752,[],9,35,,,Public,https://www.heritageoaksgc.com/
Heritage Oaks Golf Club,Brunswick,Georgia,USA,31.231007,-81.585497,[],18,72,,,Semi-Private,https://www.heritageoaksgolfclub.com/
Heritage Oaks Golf Country Club,Sarasota,Florida,USA,27.2854774,-82.4053237,[],18,71,,,Private,http://www.heritageoaksgcc.com/
Heritage Oaks Golf Course,Harrisonburg,Virginia,USA,38.44705985,-78.90351355,[],18,70,,,Public,http://www.heritageoaksgolf.com
Heritage Of Hawk Ridge,Lake St Louis,Missouri,USA,38.7743807,-90.806604,[],9,27,,,Semi-Private,http://www.heritageofhawkridge.com
Heritage Palms Golf Club,Indio,California,USA,33.7265469,-116.2641236,[],18,72,,,Semi-Private,https://www.heritagepalmsindio.com/
Heritage Park Golf Course,Olathe,Kansas,USA,38.830001,-94.7581533,[],18,71,,,Public,https://www.jcprd.com/267/Heritage-Park
Heritage Pines Country Club,Trinity,Florida,USA,28.1784388,-82.6272939,[],18,72,,,Private,https://www.heritagepines.net/
Heritage Ranch Golf & Country Club,Fairview,Texas,USA,33.1378571,-96.5953902,[],18,72,,,Public,http://www.heritageranchgolf.com/
Heritage Ridge Golf Club,Hobe Sound,Florida,USA,27.1148912,-80.1657726,[],18,70,,,Semi-Private,http://www.heritageridgegolf.com/
Heritage Shores Golf Club,Bridgeville,Delaware,USA,38.7401,-75.6174,"[{""name"":""Black"",""rating"":74.5,""par"":72,""slope"":134},{""name"":""Blue"",""rating"":72.1,""par"":72,""slope"":130},{""name"":""White"",""rating"":70.2,""par"":72,""slope"":125}]",18,72,73.9,132,Public,
Heritage Springs Country Club,Trinity,Florida,USA,28.1784388,-82.6272939,[],18,71,,,Private,https://www.heritagespringscommunity.com/
Hermann Park Golf Course,Houston,Texas,USA,29.7144843,-95.3864731,[],18,70,,,Public,http://www.hermannparkgc.com/
Hermitage Club,Magog,Vermont,USA,44.99438,-72.187541,"[{""name"":""Blue/Yellow (18-hole) (M)"",""rating"":68.9,""par"":69,""slope"":123},{""name"":""Red/Green (18-hole) (F)"",""rating"":71.6,""par"":69,""slope"":124},{""name"":""White/White (18-hole) (M)"",""rating"":63,""par"":69,""slope"":111},{""name"":""White/White (18-hole) (F)"",""rating"":68.2,""par"":72,""slope"":116}]",9,36,,,Private,http://www.hermitageclub.club
Hermitage Country Club,Manakin-Sabot,Virginia,USA,37.6465194,-77.7070906,[],18,72,,,Private,http://www.hermitagecountryclub.com/
Hermitage Golf Course,Nashville,Tennessee,USA,36.2275437,-86.6421591,[],18,72,,,Public,https://www.hermitagegolf.com/
Hermitage Golf Course - General's Retreat,Old Hickory,Tennessee,USA,36.2081,-86.6202,"[{""name"":""Black"",""rating"":74.5,""par"":72,""slope"":138},{""name"":""Gold"",""rating"":72.3,""par"":72,""slope"":133},{""name"":""White"",""rating"":70.1,""par"":72,""slope"":128}]",18,72,73.1,131,Public,
Hermon Meadow Golf Club Training Center,Hermon,Maine,USA,44.8234214,-68.8907623,"[{""name"":""Blue (M)"",""rating"":70.1,""par"":72,""slope"":117},{""name"":""White (M)"",""rating"":68.7,""par"":72,""slope"":113},{""name"":""Gold (F)"",""rating"":69,""par"":72,""slope"":117},{""name"":""Gold (M)"",""rating"":65.5,""par"":72,""slope"":107},{""name"":""Red (F)"",""rating"":67.5,""par"":72,""slope"":112},{""name"":""Red (M)"",""rating"":65.9,""par"":72,""slope"":107},{""name"":""Junior (F)"",""rating"":61.2,""par"":72,""slope"":90},{""name"":""Junior (M)"",""rating"":60,""par"":72,""slope"":89}]",18,72,,,Public,https://www.hermonmeadowgolfclub.com/
